9.027903	7.834529
9.483792	8.217780
10.544438	9.971035
8.979808	7.889145
8.838651	10.269405
9.276662	10.023343
9.912401	11.118676
8.526876	8.438070
9.355862	10.655302
9.013726	8.371818
10.106932	10.638418
9.094478	9.807499
8.351387	7.249463
8.305293	8.299901
9.036614	10.297645
8.363028	7.549359
8.707354	10.495030
9.132765	7.166212
6.882969	6.185944
7.697110	7.931223
7.835606	8.127787
8.000583	7.311454
8.137966	9.598611
7.506702	6.167511
7.959997	8.563898
9.270732	9.247994
8.849843	10.083662
7.280439	7.901381
11.413620	10.985923
8.038043	7.644890
7.809391	4.765475
9.295983	9.355960
8.112284	8.133274
9.033434	8.927392
8.780653	9.261879
10.421092	10.557645
8.221211	6.456586
11.287965	10.491130
9.087533	8.400911
10.552861	12.066612
10.563771	11.148638
9.039948	8.734429
10.950201	11.406324
10.583666	11.567197
7.811885	8.076424
7.728621	6.996423
8.926357	9.894531
9.780872	10.774036
9.126491	9.521127
11.142733	12.234928
11.046661	11.262728
9.220171	8.434451
7.438808	5.624921
7.037215	5.827404
9.353302	9.540340
10.421376	10.618884
8.047063	8.369647
9.131863	8.307903
8.172774	8.326310
8.448973	9.597537
7.414571	7.184106
8.462470	7.924268
7.996682	8.223787
10.175878	10.679660
8.265527	8.101630
8.119655	6.354320
10.341178	11.342432
8.973786	8.385942
9.320251	8.395347
9.049766	7.859090
9.413016	9.105668
8.093956	7.626738
8.862892	7.502204
9.989225	9.459869
9.663749	9.609368
8.897957	9.639364
9.194849	8.159491
7.735689	7.106375
7.674436	7.380126
8.975172	8.996999
9.521909	10.422611
8.783698	8.678995
9.224424	8.648015
9.226714	9.851132
9.132552	7.739813
8.685206	10.243483
9.074574	7.971257
8.972785	9.675787
9.193223	9.137485
8.298317	9.394015
8.508587	9.505726
9.559961	10.053296
9.270364	9.313617
8.719751	10.257572
9.131919	10.017309
10.345434	9.261377
9.444438	10.738526
8.383139	8.344536
9.621880	8.938494
9.679919	9.500966
9.456841	9.575804
7.284573	6.549516
8.782406	7.022340
9.907212	10.835999
8.014410	6.754629
8.877155	7.787514
8.399580	9.905610
10.182272	10.743706
8.515730	9.697508
10.732346	11.104222
10.389145	10.664376
9.602474	8.978741
8.575207	9.387059
9.637598	9.781903
8.714734	9.177939
8.524599	7.969478
8.822502	7.513428
8.380655	8.418799
8.291812	8.833216
9.312754	8.022184
9.196272	9.686815
8.834088	8.236308
9.484591	10.211034
10.701925	10.090996
9.195060	10.733389
7.484761	6.814118
9.639808	10.375663
10.716016	11.097896
8.143793	7.725384
8.806355	8.762255
8.819849	8.437666
9.370428	9.410667
9.891630	9.263109
9.095161	10.333192
8.295861	6.640816
11.238586	10.635624
8.287744	8.612117
10.110440	8.983275
7.808176	7.953284
10.241335	10.126130
10.365717	9.249840
8.641460	8.145816
10.519191	10.574088
8.908484	8.935313
7.798450	8.414342
8.659344	7.928139
9.524025	9.913301
8.133315	6.825630
8.910408	9.906600
9.967022	12.727480
8.451532	8.137415
8.961551	8.663429
9.389429	10.509168
9.355062	9.697017
9.573494	10.618828
8.453876	8.686299
9.401067	8.604385
9.645500	9.439293
9.307104	10.154097
9.432533	9.136055
